Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
24.0,male,moscow,Management & Leadership,3.0,0.0,Senior,,,48000.0,7200,36000.0,0,28,Full-time employee,Unlimited contract,Русский,1000+,Product,No,0.0,0
25.0,male,hamburg,Data & AI,2.0,2.0,Middle,,.NET,60000.0,65000,48000.0,53000,28,Full-time employee,Unlimited contract,German,11-50,Product,No,,
33.0,female,berlin,Software Development,13.0,4.0,Middle,,Javascript / Typescript,47745.0,3800,47745.0,3800,30,"full-time, but 32 hours per week (it was my request, I'm a student)",Unlimited contract,English,1000+,Product,No,0.0,0
39.0,female,berlin,Data & AI,2.5,2.0,Junior,,"C/C++, R, SQL",60000.0,60000,60000.0,60000,30,Full-time employee,Unlimited contract,English,up to 10,corporate incubator,Yes,,no
25.0,male,hamburg,Software Development,1.0,1.0,Junior,,"Javascript / Typescript, .NET, SQL, Kubernetes",43500.0,,,,28,Full-time employee,Unlimited contract,German,51-100,Startup,No,,
30.0,female,berlin,Software Development,7.0,3.0,Senior,,"Python, Javascript / Typescript",60000.0,,55000.0,,27,Full-time employee,Unlimited contract,English,51-100,Product,No,0.0,0
45.0,male,stuttgart,Management & Leadership,27.0,20.0,Head,,"Clojure, Rust",90000.0,,90000.0,,,Founder,Unlimited contract,English,11-50,Consulting / Agency,No,,
28.0,female,berlin,Other Roles,5.0,1.0,Senior,,,60000.0,0,,,26,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
45.0,male,munich,data architect,19.0,11.0,Senior,,,90000.0,2500,88000.0,2500,30,Full-time employee,Unlimited contract,English,1000+,Multinational ,No,,100
37.0,,munich,Software Development,15.0,6.0,Senior,,"Python, C/C++, Docker",120000.0,80000,120000.0,80000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,700
35.0,male,munich,Software Development,14.0,1.0,Senior,,"Python, C/C++",98000.0,28000,90000.0,22500,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,400
25.0,male,cologne,Data & AI,2.0,2.0,Middle,nlp,"Python, C/C++, Google Cloud, Docker",51000.0,3000,,,24,Full-time employee,Temporary contract,English,up to 10,Startup,No,,
31.0,male,berlin,Software Development,4.0,1.0,Senior,,"Python, Javascript / Typescript, SQL, AWS, Kubernetes",69000.0,,65000.0,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,
31.0,male,hamburg,Data & AI,,,Middle,,"Python, R, SQL",57000.0,,,,,Full-time employee,Unlimited contract,German,1000+,Product,No,,
25.0,female,amsterdam,Data & AI,1.5,0.0,Middle,,"AWS, Docker",49850.0,500,36000.0,0,25,Full-time employee,Unlimited contract,English,11-50,Startup,No,,150
27.0,male,dusseldorf,Software Development,2.0,0.0,Middle,,Kotlin,50000.0,0,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,20%
37.0,male,berlin,Software Development,12.0,6.0,Middle,,"PHP, SQL, Docker",65000.0,31500,65000.0,31500,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,200
27.0,male,frankfurt,Management & Leadership,5.0,3.0,Middle,,,73000.0,4000,65000.0,3000,37,Full-time employee,Unlimited contract,English,1000+,Industry,No,,150
32.0,male,hamburg,Data & AI,4.0,1.5,Middle,,"Javascript / Typescript, SQL, AWS, Docker",37500.0,0,34000.0,34000,24,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,
28.0,female,berlin,Software Development,3.0,2.0,Middle,,"AWS, Docker",65000.0,0,65000.0,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,0
35.0,male,france,Software Development,4.0,2.5,Middle,,"Javascript / Typescript, Java / Scala, SQL",42000.0,,42000.0,,28,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,750
36.0,male,berlin,Software Development,15.0,4.0,Lead,,"PHP, AWS, Kubernetes, Docker",85000.0,3000,80000.0,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,1100
32.0,male,berlin,Other Roles,5.0,10.0,Senior,,"Python, PHP, Javascript / Typescript, SQL",70000.0,5000,65000.0,5000,24,Self-employed (freelancer),Unlimited contract,German,up to 10,Startup,No,,
22.0,male,frankfurt,Software Development,2.0,2.0,Junior,,,45000.0,7000,37000.0,3000,30,Full-time employee,Unlimited contract,German,1000+,Bank,Yes,30.0,
33.0,male,berlin,Management & Leadership,3.0,3.0,Head,,"Python, Javascript / Typescript, Docker",100000.0,20000,65000.0,,32,Full-time employee,Unlimited contract,German,51-100,Product,yes but found a new one with better pay / perks,,0
35.0,male,berlin,Software Development,13.0,5.0,Senior,,"PHP, SQL, Go, AWS, Docker",68000.0,0,68000.0,0,26,Full-time employee,Unlimited contract,English,1000+,Product,No,20.0,
32.0,female,berlin,Data & AI,5.0,5.0,Middle,,"Python, Docker",50400.0,0,50400.0,0,29,Full-time employee,Unlimited contract,English,11-50,Product,No,40.0,0
69.0,male,stuttgart,rentner,383.0,3.0,Head,,,70000.0,,,,,,,German,11-50,Consulting / Agency,No,,
28.0,male,berlin,Data & AI,4.0,0.0,Junior,,"Python, Clojure, SQL",55000.0,0,,,22,Full-time employee,Unlimited contract,English,1000+,Product,No,,No
30.0,male,hamburg,Data & AI,5.0,5.0,Middle,,"Python, C/C++, SQL, AWS",55000.0,60000,55000.0,55000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
40.0,male,munich,Data & AI,15.0,7.0,Lead,,"Python, Javascript / Typescript, .NET, Java / Scala, SQL, Go, AWS, Azure, Docker",90000.0,10000,84000.0,10000,30,Full-time employee,,English,101-1000,Product,No,32.0,0
27.0,female,berlin,Data & AI,5.0,2.0,Senior,,"SQL, AWS, Google Cloud, Docker",75000.0,0,60000.0,60000,24,Full-time employee,,English,101-1000,Product,No,,
32.0,male,berlin,Software Development,10.0,5.0,Senior,,"Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",80000.0,,72000.0,,24,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
33.0,male,munich,Software Development,5.0,5.0,Senior,,"Python, C/C++",61000.0,63000,58000.0,60000,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,40.0,1500
31.0,male,berlin,Data & AI,4.0,2.0,Middle,,"Python, SQL, AWS, Docker",50000.0,0,45000.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,40.0,200
30.0,male,cologne,Data & AI,5.0,5.0,Middle,,Python,69000.0,5000,63000.0,,30,Full-time employee,Unlimited contract,German,up to 10,Product,No,,
32.0,male,munich,Software Development,10.0,3.0,Lead,,Java / Scala,75000.0,5000,75000.0,5000,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
32.0,male,munich,Operations & Support,12.0,4.0,Senior,,,95000.0,8000,,,25,Full-time employee,Unlimited contract,Russian,1000+,Product,No,,800
25.0,male,munich,Software Development,7.0,1.0,Senior,,"C/C++, Javascript / Typescript, AWS, Google Cloud, Kubernetes",70000.0,6000,,,28,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
34.0,male,munich,Software Development,10.0,4.0,Senior,,"Python, C/C++",74000.0,,72000.0,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
29.0,male,darmstadt,Data & AI,5.0,2.0,Middle,,"SQL, Kubernetes, Docker",65000.0,,55000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,1500
29.0,male,darmstadt,Data & AI,5.0,2.0,Middle,,"SQL, Kubernetes, Docker",65000.0,,55000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,1500
30.0,male,munich,Operations & Support,10.0,3.0,Lead,,"Python, Go, AWS, Kubernetes, Docker",85000.0,25,75000.0,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,0
31.0,male,frankfurt,Management & Leadership,8.0,5.0,Lead,,,110000.0,18000,,,35,,,,1000+,Product,No,,
24.0,male,munich,Operations & Support,3.0,1.0,Junior,,"Python, SQL, Go",77000.0,20000,,,30,Full-time employee,Unlimited contract,English,1000+,FAANG,No,,
35.0,male,frankfurt,Software Development,10.0,1.0,Senior,,"Python, .NET, Java / Scala, SQL, Kubernetes, Docker",60000.0,5000,60000.0,5000,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
31.0,male,munich,Operations & Support,6.0,2.0,Middle,,"Javascript / Typescript, AWS, Kubernetes, Docker",60000.0,2000,,,30,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,
27.0,male,munich,Software Development,2.0,5.0,Junior,,Javascript / Typescript,68000.0,2000,60000.0,500,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
38.0,male,berlin,Software Development,1.0,1.0,Junior,,AWS,45500.0,45500,40000.0,0,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
34.0,male,munich,Operations & Support,12.0,2.0,Middle,,"Python, SQL, Perl",72000.0,8000,72000.0,8000,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
35.0,male,darmstadt,Data & AI,4.0,4.0,Senior,,"Javascript / Typescript, Java / Scala, Docker",67000.0,5000,60000.0,10000,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,
35.0,male,dusseldorf,Operations & Support,17.0,5.0,Senior,,"SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",85000.0,2000,68000.0,0,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
36.0,male,berlin,Software Development,10.0,3.0,Senior,,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker, nomad, QlikSense",75000.0,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500
33.0,male,munich,Software Development,13.0,3.0,Senior,,"Python, Javascript / Typescript, AWS",70000.0,7000,,,,Full-time employee,Unlimited contract,English,51-100,Product,No,,
29.0,male,berlin,Operations & Support,7.0,3.0,Senior,,"Python, Go, Kubernetes, Docker, Openstack",82000.0,0,78000.0,0,28,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,32.0,500
35.0,male,berlin,Software Development,15.0,4.0,Senior,,Kotlin,85000.0,10000,80000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
30.0,male,berlin,Software Development,11.0,4.0,Senior,,Python,70000.0,,,,,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
31.0,female,berlin,Management & Leadership,4.0,,Middle,,SQL,60000.0,0,70000.0,,28,Full-time employee,Unlimited contract,English,101-1000,Startup,Yes,,
25.0,female,cambridge,Software Development,4.0,0.0,Middle,,Javascript / Typescript,45000.0,45000,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,37.5,I was able to move all equipment I need to work to home
24.0,male,berlin,Data & AI,0.8,0.2,Junior,,Python,11500.0,0,,,24,Werkstudent,Temporary contract,English,11-50,Consulting / Agency,No,,
34.0,male,cologne,Management & Leadership,14.0,2.0,Lead,,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",84000.0,92000,72000.0,72000,21,Full-time employee,Unlimited contract,English,11-50,Product,No,,
42.0,male,hamburg,Data & AI,2.0,2.0,Senior,,"Python, SQL, Google Cloud",80000.0,7000,65000.0,5000,30,Full-time employee,Unlimited contract,German,1000+,Old industry,No,0.0,0
37.0,female,hamburg,Management & Leadership,7.0,7.0,Middle,,,46000.0,2000,45000.0,1800,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,
32.0,male,berlin,Software Development,8.0,2.0,Senior,,"Kotlin, Swift, Ruby",75000.0,,70000.0,,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,
26.0,female,berlin,Software Development,8.0,3.0,Middle,,"C/C++, SAP / ABAP",40000.0,2000,15000.0,,36,Self-employed (freelancer),Temporary contract,German,101-1000,Product,No,,
35.0,male,munich,Software Development,15.0,5.0,Head,,"Python, AWS, Kubernetes, Docker",100000.0,,60000.0,20000,30,Founder,Unlimited contract,English,11-50,Consulting / Agency,No,,
43.0,male,munich,Management & Leadership,18.0,9.0,Lead,,Kotlin,115000.0,6000,115000.0,6000,25,Full-time employee,Unlimited contract,English,1000+,Product,No,,800
41.0,male,munich,Software Development,15.0,15.0,Senior,,"Python, Java / Scala, SQL, AWS",99000.0,1200,99000.0,3300,39,Full-time employee,Unlimited contract,German,1000+,Product,No,,
33.0,male,berlin,Software Development,8.0,6.0,Lead,,"Python, Javascript / Typescript, SQL, AWS, Azure, Kubernetes, Docker",90000.0,20000,85000.0,20000,25,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
44.0,male,berlin,Operations & Support,15.0,5.0,Lead,,Docker,72000.0,,72000.0,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,30.0,
28.0,male,berlin,Data & AI,5.0,3.0,Middle,,"Python, AWS, Google Cloud, Docker",54000.0,10000,52000.0,10000,27,Full-time employee,Unlimited contract,English,up to 10,Startup,No,,No
34.0,female,berlin,Other Roles,10.0,6.0,Senior,ps,Javascript / Typescript,45000.0,,45000.0,,30,Full-time employee,Unlimited contract,German,up to 10,Product,No,35.0,0
,,frankfurt,Software Development,10.0,10.0,Senior,,"Python, C/C++, Docker",65000.0,5000,60000.0,7000,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,0.0,
40.0,male,berlin,Software Development,20.0,5.0,Lead,,"Kotlin, C/C++, Javascript / Typescript, Java / Scala, AWS, Docker",80000.0,,,,,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
28.0,male,brussels,Software Development,3.0,0.0,Middle,,"Python, C/C++, Javascript / Typescript, Docker",45000.0,0,45000.0,0,25,Full-time employee,Unlimited contract,English,up to 10,Startup,No,0.0,0
26.0,male,stockholm,Data & AI,2.5,0.0,Middle,,"Python, AWS, Google Cloud, Kubernetes, Docker",60000.0,60000,37500.0,37500,30,Full-time employee,Unlimited contract,English,1000+,Product,Yes,,
39.0,male,berlin,Software Development,15.0,4.0,Lead,,"Java / Scala, Google Cloud, Kubernetes",75000.0,75000,65000.0,65000,24,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
32.0,male,copenhagen,Data & AI,6.0,6.0,Senior,,"Python, Azure",92000.0,5000,90000.0,5000,25,Full-time employee,Unlimited contract,English,up to 10,Startup,No,30.0,0
36.0,male,berlin,Operations & Support,15.0,4.0,Lead,,"Google Cloud, Kubernetes, Docker, Terraform, Bash",90000.0,,,,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0.0,1200
27.0,female,lisbon,Software Development,3.0,0.0,Middle,,"Java / Scala, SQL",17500.0,1250,16000.0,1100,22,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
32.0,female,berlin,Software Development,2.0,2.0,Middle,,"Python, Javascript / Typescript, Go",63000.0,3000,50000.0,0,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,100
25.0,female,berlin,Software Development,4.0,1.0,Middle,,"Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",65000.0,Not sure,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
37.0,female,berlin,Data & AI,7.0,2.0,Head,,"SQL, AWS, Docker, Matlab",75000.0,16000,,,28,Full-time employee,Unlimited contract,English,11-50,Startup,No,0.0,No
56.0,male,munich,Software Development,30.0,19.0,Lead,,"Python, C/C++, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",110000.0,110000,90000.0,100000,25,Full-time employee,Unlimited contract,English,51-100,Product,No,,
30.0,male,berlin,Data & AI,4.5,2.5,Middle,,"Python, SQL, AWS, Docker",60000.0,10000,60000.0,7500,24,Full-time employee,Unlimited contract,English,51-100,Startup,No,30.0,
30.0,female,hamburg,Software Development,5.0,2.0,Senior,,,70000.0,20000,,,,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30.0,female,hamburg,Software Development,5.0,2.0,Senior,,,70000.0,20000,,,,Full-time employee,Unlimited contract,English,1000+,Product,No,,
27.0,male,munich,Operations & Support,6.0,4.0,Middle,,"Python, C/C++, Docker",70000.0,75000,67000.0,70000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,1000
29.0,male,berlin,Software Development,6.0,1.0,Senior,,"Javascript / Typescript, Google Cloud, Docker",70000.0,10000,,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,600
24.0,male,berlin,Software Development,3.5,0.25,Middle,,Ruby,70000.0,,,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,140
27.0,male,berlin,Data & AI,0.0,0.0,Junior,,"Python, SQL, Azure, Docker",40000.0,0,34000.0,37500,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,,
28.0,male,berlin,Software Development,7.0,5.0,Middle,,,62000.0,700,63000.0,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
40.0,male,berlin,Data & AI,14.0,0.0,Middle,bi,"Python, SQL, MS SQL Stack, Oracle, Informatica PowerCenter",57000.0,3000,,,24,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
32.0,male,berlin,Software Development,9.0,5.0,Senior,,"Go, Google Cloud",90000.0,,87000.0,,34,Full-time employee,Unlimited contract,English,101-1000,Product,No,,650
35.0,female,berlin,Management & Leadership,5.0,2.0,Senior,,SQL,60000.0,,50000.0,,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,8.0,
32.0,male,berlin,Software Development,11.0,1.0,Senior,,"Ruby, Java / Scala, AWS, Kubernetes, Docker",72500.0,10000,70000.0,10000,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,600
30.0,male,berlin,Software Development,9.0,1.0,Senior,,"Python, Java / Scala",75000.0,10000,,,27,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
30.0,male,berlin,Software Development,9.0,5.0,Senior,,"Java / Scala, AWS, Kubernetes",85000.0,90000,82000.0,87000,24,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,600
36.0,male,stuttgart,Software Development,16.0,4.0,Lead,,"Kotlin, Java / Scala, SQL, AWS, Docker",62500.0,0,59500.0,0,32,Full-time employee,Unlimited contract,English,51-100,Product,No,32.0,0
33.0,male,berlin,Software Development,7.0,7.0,Senior,,Javascript / Typescript,65900.0,15900,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,700
33.0,male,berlin,Management & Leadership,15.0,4.0,Lead,,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",85000.0,15000,80000.0,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,600
32.0,male,munich,Software Development,13.0,7.0,Middle,,"Javascript / Typescript, SQL, AWS, Docker",95000.0,35000,79000.0,31000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,800
31.0,,berlin,Data & AI,5.0,2.5,Middle,,"Java / Scala, AWS, Google Cloud, Kubernetes, Docker",77500.0,78000,54000.0,54000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,700
34.0,male,berlin,Software Development,12.0,4.0,Senior,,"Go, Rust, Kubernetes",75000.0,7500,72000.0,7200,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,1100
,,berlin,,,,,,,30000.0,,,,,,,,,,,,
,,berlin,,,,,,,111111.0,,,,,,,,,,,,
54.0,male,munich,Software Development,25.0,15.0,Middle,,"Python, C/C++, Javascript / Typescript, Java / Scala, SQL, Kubernetes, Docker",75000.0,5000,80000.0,500,29,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,30.0,1500
28.0,male,seville,Data & AI,4.0,0.0,Middle,gcp,"Python, Java / Scala, R, SQL, Google Cloud",30000.0,0,30000.0,0,24,Full-time employee,Unlimited contract,Spanish,51-100,Consulting / Agency,No,,0
